KEGG_Foam_pathway	KEGG_Foam_pathway	Univocal number of KEGG codes	Total number of KEGG codes	Univocal number of genes	Total number of genes	Output type
M00130	Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4	0	0	0	0	KEGG_MODULE
M00131	Inositol phosphate metabolism, Ins(1,3,4,5)P4 => Ins(1,3,4)P3 => myo-inositol	0	0	0	0	KEGG_MODULE
M00132	Inositol phosphate metabolism, Ins(1,3,4)P3 => phytate	0	0	0	0	KEGG_MODULE
M00137	Flavanone biosynthesis, phenylalanine => naringenin	0	0	0	0	KEGG_MODULE
M00138	Flavonoid biosynthesis, naringenin => pelargonidin	0	0	0	0	KEGG_MODULE
M00142	NADH:ubiquinone oxidoreductase, mitochondria	0	0	0	0	KEGG_MODULE
M00143	NADH dehydrogenase (ubiquinone) Fe-S protein/flavoprotein complex, mitochondria	0	0	0	0	KEGG_MODULE
M00146	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex	0	0	0	0	KEGG_MODULE
M00147	NADH dehydrogenase (ubiquinone) 1 beta subcomplex	0	0	0	0	KEGG_MODULE
M00148	Succinate dehydrogenase (ubiquinone)	0	0	0	0	KEGG_MODULE
M00152	Cytochrome bc1 complex	0	0	0	0	KEGG_MODULE
M00154	Cytochrome c oxidase	0	0	0	0	KEGG_MODULE
M00158	F-type ATPase, eukaryotes	0	0	0	0	KEGG_MODULE
M00160	V-type ATPase, eukaryotes	0	0	0	0	KEGG_MODULE
M00170	C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type	0	0	0	0	KEGG_MODULE
M00171	C4-dicarboxylic acid cycle, NAD - malic enzyme type	0	0	0	0	KEGG_MODULE
M00172	C4-dicarboxylic acid cycle, NADP - malic enzyme type	0	0	0	0	KEGG_MODULE
M00177	Ribosome, eukaryotes	0	0	0	0	KEGG_MODULE
M00180	RNA polymerase II, eukaryotes	0	0	0	0	KEGG_MODULE
M00181	RNA polymerase III, eukaryotes	0	0	0	0	KEGG_MODULE
M00182	RNA polymerase I, eukaryotes	0	0	0	0	KEGG_MODULE
M00261	DNA polymerase alpha / primase complex	0	0	0	0	KEGG_MODULE
M00262	DNA polymerase delta complex	0	0	0	0	KEGG_MODULE
M00263	DNA polymerase epsilon complex	0	0	0	0	KEGG_MODULE
M00284	Origin recognition complex	0	0	0	0	KEGG_MODULE
M00285	MCM complex	0	0	0	0	KEGG_MODULE
M00286	GINS complex	0	0	0	0	KEGG_MODULE
M00288	RPA complex	0	0	0	0	KEGG_MODULE
M00289	RF-C complex	0	0	0	0	KEGG_MODULE
M00290	Holo-TFIIH complex	0	0	0	0	KEGG_MODULE
M00291	MRN complex	0	0	0	0	KEGG_MODULE
M00292	MRX complex	0	0	0	0	KEGG_MODULE
M00293	DNA polymerase zeta complex	0	0	0	0	KEGG_MODULE
M00294	DNA polymerase gamma complex	0	0	0	0	KEGG_MODULE
M00295	BRCA1-associated genome surveillance complex (BASC)	0	0	0	0	KEGG_MODULE
M00296	BER complex	0	0	0	0	KEGG_MODULE
M00297	DNA-PK complex	0	0	0	0	KEGG_MODULE
M00337	Immunoproteasome	0	0	0	0	KEGG_MODULE
M00340	Proteasome, 20S core particle	0	0	0	0	KEGG_MODULE
M00341	Proteasome, 19S regulatory particle (PA700)	0	0	0	0	KEGG_MODULE
M00344	Formaldehyde assimilation, xylulose monophosphate pathway	0	0	0	0	KEGG_MODULE
M00350	Capsaicin biosynthesis, L-Phenylalanine => Capsaicin	0	0	0	0	KEGG_MODULE
M00351	Spliceosome, U1-snRNP	0	0	0	0	KEGG_MODULE
M00352	Spliceosome, U2-snRNP	0	0	0	0	KEGG_MODULE
M00353	Spliceosome, Prp19/CDC5L complex	0	0	0	0	KEGG_MODULE
M00354	Spliceosome, U4/U6.U5 tri-snRNP	0	0	0	0	KEGG_MODULE
M00355	Spliceosome, 35S U5-snRNP	0	0	0	0	KEGG_MODULE
M00366	C10-C20 isoprenoid biosynthesis, plants	0	0	0	0	KEGG_MODULE
M00367	C10-C20 isoprenoid biosynthesis, non-plant eukaryotes	0	0	0	0	KEGG_MODULE
M00368	Ethylene biosynthesis, methionine => ethylene	0	0	0	0	KEGG_MODULE
M00369	Cyanogenic glycoside biosynthesis, tyrosine => dhurrin	0	0	0	0	KEGG_MODULE
M00370	Glucosinolate biosynthesis, tryptophan => glucobrassicin	0	0	0	0	KEGG_MODULE
M00371	Castasterone biosynthesis, campesterol => castasterone	0	0	0	0	KEGG_MODULE
M00372	Abscisic acid biosynthesis, beta-carotene => abscisic acid	0	0	0	0	KEGG_MODULE
M00379	SCF-MET30 complex	0	0	0	0	KEGG_MODULE
M00380	SCF-BTRC complex	0	0	0	0	KEGG_MODULE
M00381	SCF-SKP2 complex	0	0	0	0	KEGG_MODULE
M00382	SCF-FBS complex	0	0	0	0	KEGG_MODULE
M00383	ECV complex	0	0	0	0	KEGG_MODULE
M00384	Cul3-SPOP complex	0	0	0	0	KEGG_MODULE
M00385	Cul4-DDB1-DDB2 complex	0	0	0	0	KEGG_MODULE
M00386	Cul4-DDB1-CSA complex	0	0	0	0	KEGG_MODULE
M00387	SCF-FBW7 complex	0	0	0	0	KEGG_MODULE
M00388	ECS complex	0	0	0	0	KEGG_MODULE
M00389	APC/C complex	0	0	0	0	KEGG_MODULE
M00391	Exosome, eukaryotes	0	0	0	0	KEGG_MODULE
M00392	Ski complex	0	0	0	0	KEGG_MODULE
M00393	TRAMP complex	0	0	0	0	KEGG_MODULE
M00395	Decapping complex	0	0	0	0	KEGG_MODULE
M00396	Lsm 2-8 complex	0	0	0	0	KEGG_MODULE
M00397	Lsm 1-7 complex	0	0	0	0	KEGG_MODULE
M00398	Sm core complex	0	0	0	0	KEGG_MODULE
M00399	Cap binding complex	0	0	0	0	KEGG_MODULE
M00400	p97-Ufd1-Npl4 complex	0	0	0	0	KEGG_MODULE
M00401	Sec61 complex	0	0	0	0	KEGG_MODULE
M00402	Translocon-associated protein (TRAP) complex	0	0	0	0	KEGG_MODULE
M00403	HRD1/SEL1 ERAD complex	0	0	0	0	KEGG_MODULE
M00404	COPII complex	0	0	0	0	KEGG_MODULE
M00405	THC complex	0	0	0	0	KEGG_MODULE
M00406	TREX complex	0	0	0	0	KEGG_MODULE
M00407	SCF-CDC4 complex	0	0	0	0	KEGG_MODULE
M00408	ESCRT-0 complex	0	0	0	0	KEGG_MODULE
M00409	ESCRT-I complex	0	0	0	0	KEGG_MODULE
M00410	ESCRT-II complex	0	0	0	0	KEGG_MODULE
M00411	SCF-GRR1 complex	0	0	0	0	KEGG_MODULE
M00412	ESCRT-III complex	0	0	0	0	KEGG_MODULE
M00413	FA core complex	0	0	0	0	KEGG_MODULE
M00414	Bloom's syndrome complex	0	0	0	0	KEGG_MODULE
M00415	Fatty acid biosynthesis, elongation, endoplasmic reticulum	0	0	0	0	KEGG_MODULE
M00424	Shelterin complex	0	0	0	0	KEGG_MODULE
M00425	H/ACA ribonucleoprotein complex	0	0	0	0	KEGG_MODULE
M00426	Survival motor neuron (SMN) complex	0	0	0	0	KEGG_MODULE
M00427	Nuclear pore complex	0	0	0	0	KEGG_MODULE
M00428	eIF4F complex	0	0	0	0	KEGG_MODULE
M00430	Exon junction complex (EJC)	0	0	0	0	KEGG_MODULE
M00516	SLN1-YPD1-SSK1/SKN7 (osmosensing) two-component regulatory system	0	0	0	0	KEGG_MODULE
M00532	Photorespiration	0	0	0	0	KEGG_MODULE
M00630	D-Galacturonate degradation (fungi), D-galacturonate => glycerol	0	0	0	0	KEGG_MODULE
M00661	Paspaline biosynthesis, geranylgeranyl-PP + indoleglycerol phosphate => paspaline	0	0	0	0	KEGG_MODULE
M00672	Penicillin biosynthesis, aminoadipate + cycteine + valine => penicillin	0	0	0	0	KEGG_MODULE
M00676	PI3K-Akt signaling	0	0	0	0	KEGG_MODULE
M00677	Wnt signaling	0	0	0	0	KEGG_MODULE
M00678	Hedgehog signaling	0	0	0	0	KEGG_MODULE
M00679	BMP signaling	0	0	0	0	KEGG_MODULE
M00680	TGF-beta signaling	0	0	0	0	KEGG_MODULE
M00681	Activin signaling	0	0	0	0	KEGG_MODULE
M00682	Notch signaling	0	0	0	0	KEGG_MODULE
M00683	Hippo signaling	0	0	0	0	KEGG_MODULE
M00684	JAK-STAT signaling	0	0	0	0	KEGG_MODULE
M00685	Apoptotic machinery	0	0	0	0	KEGG_MODULE
M00686	Toll-like receptor signaling	0	0	0	0	KEGG_MODULE
M00687	MAPK (ERK1/2) signaling	0	0	0	0	KEGG_MODULE
M00688	MAPK (JNK) signaling	0	0	0	0	KEGG_MODULE
M00689	MAPK (p38) signaling	0	0	0	0	KEGG_MODULE
M00690	MAPK (ERK5) signaling	0	0	0	0	KEGG_MODULE
M00691	DNA damage-induced cell cycle checkpoints	0	0	0	0	KEGG_MODULE
M00692	Cell cycle - G1/S transition	0	0	0	0	KEGG_MODULE
M00693	Cell cycle - G2/M transition	0	0	0	0	KEGG_MODULE
M00694	cGMP signaling	0	0	0	0	KEGG_MODULE
M00695	cAMP signaling	0	0	0	0	KEGG_MODULE
M00773	Tylosin biosynthesis, methylmalonyl-CoA + malonyl-CoA => tylactone => tylosin	0	0	0	0	KEGG_MODULE
M00775	Oleandomycin biosynthesis, malonyl-CoA + methylmalonyl-CoA => 8,8a-deoxyoleandolide => oleandomycin	0	0	0	0	KEGG_MODULE
M00776	Pikromycin/methymycin/neomethymycin biosynthesis, methylmalonyl-CoA + malonyl-CoA => narbonolide/10-deoxymethynolide => pikromycin/methymycin/neomethymycin	0	0	0	0	KEGG_MODULE
M00780	Tetracycline/oxytetracycline biosynthesis, pretetramide => tetracycline/oxytetracycline	0	0	0	0	KEGG_MODULE
M00782	Mithramycin biosynthesis, 4-demethylpremithramycinone => mithramycin	0	0	0	0	KEGG_MODULE
M00784	Elloramycin biosynthesis, 8-demethyltetracenomycin C => elloramycin A	0	0	0	0	KEGG_MODULE
M00785	Cycloserine biosynthesis, arginine/serine => cycloserine	0	0	0	0	KEGG_MODULE
M00786	Fumitremorgin alkaloid biosynthesis, tryptophan + proline => fumitremorgin C/A	0	0	0	0	KEGG_MODULE
M00788	Terpentecin biosynthesis, GGAP => terpentecin	0	0	0	0	KEGG_MODULE
M00789	Rebeccamycin biosynthesis, tryptophan => rebeccamycin	0	0	0	0	KEGG_MODULE
M00795	dTDP-beta-L-noviose biosynthesis	0	0	0	0	KEGG_MODULE
M00801	dTDP-L-olivose biosynthesis	0	0	0	0	KEGG_MODULE
M00802	dTDP-D-forosamine biosynthesis	0	0	0	0	KEGG_MODULE
M00803	dTDP-D-angolosamine biosynthesis	0	0	0	0	KEGG_MODULE
M00805	Staurosporine biosynthesis, tryptophan => staurosporine	0	0	0	0	KEGG_MODULE
01_Fermentation#Acetoin biosynthesis#Acetoin biosynthesis III	01_Fermentation#Acetoin biosynthesis#Acetoin biosynthesis III	0	0	0	0	FOAM
01_Fermentation#Pyruvate Fermentation#Pyruvate fermentation to acetate VIII	01_Fermentation#Pyruvate Fermentation#Pyruvate fermentation to acetate VIII	0	0	0	0	FOAM
12_Transporters#ABC transporters, prokaryotic type#Monosaccharide transporters#Histidine transporter [mD:m00226]	12_Transporters#ABC transporters, prokaryotic type#Monosaccharide transporters#Histidine transporter [mD:m00226]	0	0	0	0	FOAM
12_Transporters#ABC transporters, prokaryotic type#Mineral and organic ion transporters#Osmoprotectant transporter [mD:m00209]	12_Transporters#ABC transporters, prokaryotic type#Mineral and organic ion transporters#Osmoprotectant transporter [mD:m00209]	1	2	2	2	FOAM
12_Transporters#Major Facilitator superfamily (MFS)#Organic acid transporters#Oxalate:formate antiporter (oFA) family [tc:2.A.1.11]	12_Transporters#Major Facilitator superfamily (MFS)#Organic acid transporters#Oxalate:formate antiporter (oFA) family [tc:2.A.1.11]	0	0	0	0	FOAM
12_Transporters#Phosphotransferase system (pts)#Enzyme I and hpr# arbutin-, cellobiose-, and salicin-specific II component [mD:m00272]	12_Transporters#Phosphotransferase system (pts)#Enzyme I and hpr# arbutin-, cellobiose-, and salicin-specific II component [mD:m00272]	0	0	0	0	FOAM
12_Transporters#Phosphotransferase system (pts)#Enzyme I and hpr#N-acetylglucosamine-specific II component [mD:m00267]	12_Transporters#Phosphotransferase system (pts)#Enzyme I and hpr#N-acetylglucosamine-specific II component [mD:m00267]	0	0	0	0	FOAM
13_Hydrogen metabolism#Hydrogen production VII (chlorophyta, cyanobacteria)	13_Hydrogen metabolism#Hydrogen production VII (chlorophyta, cyanobacteria)	2	3	3	3	FOAM
12_Transporters#ABC transporters, prokaryotic type#Oligosaccharide and polyol transporters#Lactose/l-arabinose transporter [mD:m00199]	12_Transporters#ABC transporters, prokaryotic type#Oligosaccharide and polyol transporters#Lactose/l-arabinose transporter [mD:m00199]	0	0	0	0	FOAM
13_Hydrogen metabolism#Hydrogen oxidation aerobic	13_Hydrogen metabolism#Hydrogen oxidation aerobic	0	0	0	0	FOAM
14_Methanogenesis#From methylamine	14_Methanogenesis#From methylamine	0	0	0	0	FOAM
01_Fermentation#Lysine fermentation to acetate and butyrate	01_Fermentation#Lysine fermentation to acetate and butyrate	0	0	0	0	FOAM
12_Transporters#ABC transporters, prokaryotic type#Oligosaccharide and polyol transporters#Maltose/maltodextrin transporter [mD:m00194]	12_Transporters#ABC transporters, prokaryotic type#Oligosaccharide and polyol transporters#Maltose/maltodextrin transporter [mD:m00194]	2	5	5	5	FOAM
12_Transporters#ABC transporters, prokaryotic type#ABC-2 type and other transporters#Sodium transporter [mD:m00253]	12_Transporters#ABC transporters, prokaryotic type#ABC-2 type and other transporters#Sodium transporter [mD:m00253]	0	0	0	0	FOAM
12_Transporters#ABC transporters, prokaryotic type#ABC-2 type and other transporters#Lipooligosaccharide transporter [mD:m00252]	12_Transporters#ABC transporters, prokaryotic type#ABC-2 type and other transporters#Lipooligosaccharide transporter [mD:m00252]	0	0	0	0	FOAM
06_Amino acid utilization biosynthesis metabolism#Tryptophan metabolism	06_Amino acid utilization biosynthesis metabolism#Tryptophan metabolism	7	10	8	10	FOAM
12_Transporters#Phosphotransferase system (pts)#Enzyme I and hpr#Enzyme I	12_Transporters#Phosphotransferase system (pts)#Enzyme I and hpr#Enzyme I	1	1	1	1	FOAM
01_Fermentation#Pyruvate Fermentation#Pyruvate fermentation to butanoate	01_Fermentation#Pyruvate Fermentation#Pyruvate fermentation to butanoate	0	0	0	0	FOAM
12_Transporters#ABC transporters, prokaryotic type# metallic cation, iron-siderophore and vitamin b12 transporters#Cobalt transporter [mD:m00245]	12_Transporters#ABC transporters, prokaryotic type# metallic cation, iron-siderophore and vitamin b12 transporters#Cobalt transporter [mD:m00245]	3	16	16	16	FOAM
20_Hydrolysis of polymers#Cellulose	20_Hydrolysis of polymers#Cellulose	1	3	3	3	FOAM
12_Transporters#ABC transporters, prokaryotic type#PEPtide and nickel transporters#Glutathione transporter [mD:m00348]	12_Transporters#ABC transporters, prokaryotic type#PEPtide and nickel transporters#Glutathione transporter [mD:m00348]	0	0	0	0	FOAM
19_Saccharide and derivated synthesis#Disaccaride phosphorylase#Maltose	19_Saccharide and derivated synthesis#Disaccaride phosphorylase#Maltose	0	0	0	0	FOAM
12_Transporters#ABC transporters, prokaryotic type#ABC-2 type and other transporters#Multidrug/hemolysin transporter [mD:m00298]	12_Transporters#ABC transporters, prokaryotic type#ABC-2 type and other transporters#Multidrug/hemolysin transporter [mD:m00298]	0	0	0	0	FOAM
12_Transporters#Major Facilitator superfamily (MFS)#Phosphate and organophosphate transporters#Organophosphate:pi antiporter (opA) family [tc:2.A.1.4]	12_Transporters#Major Facilitator superfamily (MFS)#Phosphate and organophosphate transporters#Organophosphate:pi antiporter (opA) family [tc:2.A.1.4]	0	0	0	0	FOAM
20_Hydrolysis of polymers#Starch	20_Hydrolysis of polymers#Starch	9	14	13	14	FOAM
08_Hydrocarbon degradation#Hydrocarbon degradation	08_Hydrocarbon degradation#Hydrocarbon degradation	0	0	0	0	FOAM
20_Hydrolysis of polymers#Pectin	20_Hydrolysis of polymers#Pectin	0	0	0	0	FOAM
12_Transporters#ABC transporters, prokaryotic type#Phosphate and amino acid transporters#Putative glutamine transporter [mD:m00228]	12_Transporters#ABC transporters, prokaryotic type#Phosphate and amino acid transporters#Putative glutamine transporter [mD:m00228]	1	1	1	1	FOAM
12_Transporters#ABC transporters, prokaryotic type#Monosaccharide transporters#Fructose transporter [mD:m00218]	12_Transporters#ABC transporters, prokaryotic type#Monosaccharide transporters#Fructose transporter [mD:m00218]	0	0	0	0	FOAM
06_Amino acid utilization biosynthesis metabolism#Lysine degradation I	06_Amino acid utilization biosynthesis metabolism#Lysine degradation I	0	0	0	0	FOAM
20_Hydrolysis of polymers#Galactose	20_Hydrolysis of polymers#Galactose	15	36	30	36	FOAM
12_Transporters#Phosphotransferase system (pts)#Enzyme I and hpr#Teta-glucosides-specific II component [mD:m00271]	12_Transporters#Phosphotransferase system (pts)#Enzyme I and hpr#Teta-glucosides-specific II component [mD:m00271]	0	0	0	0	FOAM
08_Hydrocarbon degradation#BTEX and related aromatics degradation	08_Hydrocarbon degradation#BTEX and related aromatics degradation	1	1	1	1	FOAM
06_Amino acid utilization biosynthesis metabolism#Amino acid biosynthesis precursor pyruvate and oxaloacetate#Oxaloacetate to aspartate and asparagine	06_Amino acid utilization biosynthesis metabolism#Amino acid biosynthesis precursor pyruvate and oxaloacetate#Oxaloacetate to aspartate and asparagine	1	9	9	9	FOAM
12_Transporters#ABC transporters, prokaryotic type#Phosphate and amino acid transporters#D-methionine transporter [mD:m00238]	12_Transporters#ABC transporters, prokaryotic type#Phosphate and amino acid transporters#D-methionine transporter [mD:m00238]	1	2	2	2	FOAM
17_Gluconeogenesis#Gluconeogenesis	17_Gluconeogenesis#Gluconeogenesis	4	7	7	7	FOAM
05_Fatty acid oxidation#Fatty acid beta-oxidation III (unsaturated)	05_Fatty acid oxidation#Fatty acid beta-oxidation III (unsaturated)	0	0	0	0	FOAM
12_Transporters#Major Facilitator superfamily (MFS)#Metal transporters#Nickel resistance (nre) [tc:2.A.1.31]	12_Transporters#Major Facilitator superfamily (MFS)#Metal transporters#Nickel resistance (nre) [tc:2.A.1.31]	0	0	0	0	FOAM
16_Embden Meyerhof-Parnos (EMP)#EMP  in archea	16_Embden Meyerhof-Parnos (EMP)#EMP  in archea	4	7	7	7	FOAM
12_Transporters#ABC transporters, prokaryotic type#ABC-2 type and other transporters#Putative ABC transporter [mD:m00315]	12_Transporters#ABC transporters, prokaryotic type#ABC-2 type and other transporters#Putative ABC transporter [mD:m00315]	0	0	0	0	FOAM
12_Transporters#ABC transporters, prokaryotic type#ABC-2 type and other transporters#Cell division transporter [mD:m00256]	12_Transporters#ABC transporters, prokaryotic type#ABC-2 type and other transporters#Cell division transporter [mD:m00256]	0	0	0	0	FOAM
06_Amino acid utilization biosynthesis metabolism#Amino acid biosynthesis precursor pyruvate and oxaloacetate#Oxaloacetate to lysine	06_Amino acid utilization biosynthesis metabolism#Amino acid biosynthesis precursor pyruvate and oxaloacetate#Oxaloacetate to lysine	5	9	9	9	FOAM
12_Transporters#ABC transporters, prokaryotic type#ABC-2 type and other transporters#Lipopolysaccharide transporter [mD:m00250]	12_Transporters#ABC transporters, prokaryotic type#ABC-2 type and other transporters#Lipopolysaccharide transporter [mD:m00250]	2	3	3	3	FOAM
01_Fermentation#Acetylene degradation	01_Fermentation#Acetylene degradation	0	0	0	0	FOAM
19_Saccharide and derivated synthesis#Disaccaride phosphorylase#Sucrose	19_Saccharide and derivated synthesis#Disaccaride phosphorylase#Sucrose	0	0	0	0	FOAM
06_Amino acid utilization biosynthesis metabolism#Alanine, aspartate and glutamate metabolism (contain asparagin as well)	06_Amino acid utilization biosynthesis metabolism#Alanine, aspartate and glutamate metabolism (contain asparagin as well)	4	12	12	12	FOAM
12_Transporters#ABC transporters, prokaryotic type#Oligosaccharide and polyol transporters#Oligogalacturonide transporter [mD:m00202]	12_Transporters#ABC transporters, prokaryotic type#Oligosaccharide and polyol transporters#Oligogalacturonide transporter [mD:m00202]	0	0	0	0	FOAM
01_Fermentation#Acetoin biosynthesis#(R)-acetoin biosynthesis II	01_Fermentation#Acetoin biosynthesis#(R)-acetoin biosynthesis II	0	0	0	0	FOAM
12_Transporters#ABC transporters, prokaryotic type#Mineral and organic ion transporters#Molybdate transporter [mD:m00189]	12_Transporters#ABC transporters, prokaryotic type#Mineral and organic ion transporters#Molybdate transporter [mD:m00189]	3	6	6	6	FOAM
01_Fermentation#Bifidobacterium shunt	01_Fermentation#Bifidobacterium shunt	2	2	1	2	FOAM
05_Fatty acid oxidation#Fatty acid beta-oxidation II (core pathway)	05_Fatty acid oxidation#Fatty acid beta-oxidation II (core pathway)	3	9	8	9	FOAM
01_Fermentation#Pyruvate Fermentation#Pyruvate fermentation to acetate and lactate I	01_Fermentation#Pyruvate Fermentation#Pyruvate fermentation to acetate and lactate I	0	0	0	0	FOAM
14_Methanogenesis#From formate	14_Methanogenesis#From formate	0	0	0	0	FOAM
12_Transporters#ABC transporters, prokaryotic type#Mineral and organic ion transporters#Iron(III) transporter [mD:m00190]	12_Transporters#ABC transporters, prokaryotic type#Mineral and organic ion transporters#Iron(III) transporter [mD:m00190]	3	4	4	4	FOAM
06_Amino acid utilization biosynthesis metabolism#Lysine degradation vI	06_Amino acid utilization biosynthesis metabolism#Lysine degradation vI	0	0	0	0	FOAM
12_Transporters#Phosphotransferase system (pts)#Enzyme I and hpr#Arbutin-like II component [mD:m00268]	12_Transporters#Phosphotransferase system (pts)#Enzyme I and hpr#Arbutin-like II component [mD:m00268]	0	0	0	0	FOAM
12_Transporters#ABC transporters, prokaryotic type# metallic cation, iron-siderophore and vitamin b12 transporters#Putative ABC transporter [mD:m00247]	12_Transporters#ABC transporters, prokaryotic type# metallic cation, iron-siderophore and vitamin b12 transporters#Putative ABC transporter [mD:m00247]	0	0	0	0	FOAM
02_Homoacetogenesis#Reductive acetyl coenzyme A pathway	02_Homoacetogenesis#Reductive acetyl coenzyme A pathway	0	0	0	0	FOAM
12_Transporters#Major Facilitator superfamily (MFS)#Organic acid transporters#Proton coupled folate transporter/heme carrier protein (pcFt/hcp) family [tc:2.A.1.50]	12_Transporters#Major Facilitator superfamily (MFS)#Organic acid transporters#Proton coupled folate transporter/heme carrier protein (pcFt/hcp) family [tc:2.A.1.50]	0	0	0	0	FOAM
07_Nucleic acid metabolism#Purine metabolism	07_Nucleic acid metabolism#Purine metabolism	62	131	91	131	FOAM
01_Fermentation#Acetoin biosynthesis#(R)-acetoin biosynthesis I	01_Fermentation#Acetoin biosynthesis#(R)-acetoin biosynthesis I	0	0	0	0	FOAM
12_Transporters#ABC transporters, prokaryotic type#Mineral and organic ion transporters#Putrescine transporter [mD:m00300]	12_Transporters#ABC transporters, prokaryotic type#Mineral and organic ion transporters#Putrescine transporter [mD:m00300]	0	0	0	0	FOAM
12_Transporters#ABC transporters, prokaryotic type#Oligosaccharide and polyol transporters#Putative ABC transporter [mD:m00210]	12_Transporters#ABC transporters, prokaryotic type#Oligosaccharide and polyol transporters#Putative ABC transporter [mD:m00210]	0	0	0	0	FOAM
12_Transporters#ABC transporters, prokaryotic type# metallic cation, iron-siderophore and vitamin b12 transporters#Manganese/iron transporter [mD:m00243]	12_Transporters#ABC transporters, prokaryotic type# metallic cation, iron-siderophore and vitamin b12 transporters#Manganese/iron transporter [mD:m00243]	0	0	0	0	FOAM
21_Cellular response to stress#Regulation of translational initiation in response to osmotic stress	21_Cellular response to stress#Regulation of translational initiation in response to osmotic stress	0	0	0	0	FOAM
19_Saccharide and derivated synthesis#Polysaccharide biosynthesis and assembly of cell surface structure#Peptidoglycan biosynthesis	19_Saccharide and derivated synthesis#Polysaccharide biosynthesis and assembly of cell surface structure#Peptidoglycan biosynthesis	10	21	21	21	FOAM
12_Transporters#ABC transporters, prokaryotic type#Mineral and organic ion transporters#Mannopine transporter [mD:m00301]	12_Transporters#ABC transporters, prokaryotic type#Mineral and organic ion transporters#Mannopine transporter [mD:m00301]	0	0	0	0	FOAM
15_Methylotrophy#Methane oxidation to cO2	15_Methylotrophy#Methane oxidation to cO2	2	2	1	2	FOAM
02_Homoacetogenesis#Acetate formation from acetyl-coA II	02_Homoacetogenesis#Acetate formation from acetyl-coA II	0	0	0	0	FOAM
11_Nitrogen cycle#Nitrification (aerobic ammonia oxydation, bacterial and archea)#Hydroxylamine to nitrite	11_Nitrogen cycle#Nitrification (aerobic ammonia oxydation, bacterial and archea)#Hydroxylamine to nitrite	1	3	3	3	FOAM
21_Cellular response to stress#Regulation of stress-activated protein kinase signaling cascade	21_Cellular response to stress#Regulation of stress-activated protein kinase signaling cascade	1	2	2	2	FOAM
08_Hydrocarbon degradation#Polycyclic aromatics degradation	08_Hydrocarbon degradation#Polycyclic aromatics degradation	0	0	0	0	FOAM
01_Fermentation#Pyruvate Fermentation#Superpathway of clostridium acetobutylicum acidogenic fermentation	01_Fermentation#Pyruvate Fermentation#Superpathway of clostridium acetobutylicum acidogenic fermentation	0	0	0	0	FOAM
12_Transporters#ABC transporters, prokaryotic type#Oligosaccharide and polyol transporters#Alpha-glucoside transporter [mD:m00201]	12_Transporters#ABC transporters, prokaryotic type#Oligosaccharide and polyol transporters#Alpha-glucoside transporter [mD:m00201]	2	2	2	2	FOAM
08_Hydrocarbon degradation#Nitoaromatics degradation	08_Hydrocarbon degradation#Nitoaromatics degradation	1	2	2	2	FOAM
01_Fermentation#Mixed acid fermentation	01_Fermentation#Mixed acid fermentation	0	0	0	0	FOAM
09_Carbohydrate Active enzyme - CAZy#Polysaccharide lyase	09_Carbohydrate Active enzyme - CAZy#Polysaccharide lyase	0	0	0	0	FOAM
12_Transporters#ABC transporters, prokaryotic type# metallic cation, iron-siderophore and vitamin b12 transporters#Zinc/manganese transporter [mD:m00244]	12_Transporters#ABC transporters, prokaryotic type# metallic cation, iron-siderophore and vitamin b12 transporters#Zinc/manganese transporter [mD:m00244]	1	1	1	1	FOAM
07_Nucleic acid metabolism#Pyrimidine metabolism	07_Nucleic acid metabolism#Pyrimidine metabolism	19	27	22	27	FOAM
12_Transporters#Major Facilitator superfamily (MFS)#Protein transporters#Vesicular neurotransmitter transporter (vnt) [tc:2.A.1.22]	12_Transporters#Major Facilitator superfamily (MFS)#Protein transporters#Vesicular neurotransmitter transporter (vnt) [tc:2.A.1.22]	0	0	0	0	FOAM
11_Nitrogen cycle#Nitrogenated compounds Reduction#Assimilatory nitrate reduction#Nitrate to nitrite	11_Nitrogen cycle#Nitrogenated compounds Reduction#Assimilatory nitrate reduction#Nitrate to nitrite	0	0	0	0	FOAM
12_Transporters#Major Facilitator superfamily (MFS)#Lipid transporters#Lysophospholipid transporter (lplt) family [tc:2.A.1.42]	12_Transporters#Major Facilitator superfamily (MFS)#Lipid transporters#Lysophospholipid transporter (lplt) family [tc:2.A.1.42]	0	0	0	0	FOAM
01_Fermentation#Pyruvate Fermentation#Pyruvate fermentation to ethanol III	01_Fermentation#Pyruvate Fermentation#Pyruvate fermentation to ethanol III	0	0	0	0	FOAM
12_Transporters#ABC transporters, prokaryotic type#Phosphate and amino acid transporters#Octopine/nopaline transporter [mD:m00231]	12_Transporters#ABC transporters, prokaryotic type#Phosphate and amino acid transporters#Octopine/nopaline transporter [mD:m00231]	0	0	0	0	FOAM
12_Transporters#Major Facilitator superfamily (MFS)#Unknown transporters#Unknown major facilitator-2 (UmF2) [tc:2.A.1.26]	12_Transporters#Major Facilitator superfamily (MFS)#Unknown transporters#Unknown major facilitator-2 (UmF2) [tc:2.A.1.26]	0	0	0	0	FOAM
